"EC"	"SMC_Fib"	"Macr"	"T_NK"	"Neut"	"B"
"hsa-miR-330-5p"	82.4041183119735	61.0547792743738	39.9419123466333	45.100932129395	22.5721215037981	28.5341541058944
"hsa-miR-331-3p"	495.519544103407	337.439086793786	431.22963742208	275.191309805427	247.784163481306	51.8393330032694
"hsa-miR-331-5p"	19.0163971582397	14.6688412629877	7.0925982126579	10.231375342522	1.36897172170568	7.1135210913187
"hsa-miR-335-3p"	31.6604691599026	211.841646110825	2.03628346611645	46.2364787639042	15.1629780856677	118.676843031263
"hsa-miR-335-5p"	7.44438509885721	113.515973744472	16.2902354195366	85.8314997325956	53.2200468320559	48.4623876274253
"hsa-miR-337-3p"	16.7614188465607	102.412391857587	0	0	0.586702952097076	0
"hsa-miR-337-5p"	7.01207363717418	19.5442175819259	0	0	0	0
"hsa-miR-338-3p"	21.7971974946695	0	322.731156745892	48.9563419928672	2788.94888188595	18.5100323795298
"hsa-miR-338-5p"	7.01207363717418	0	110.644132620966	4.62169875938036	240.156957734403	0.929924490392955
"hsa-miR-339-3p"	152.609791857672	140.094826937893	191.410548886761	935.584418657189	66.3069539302992	406.479700646712
"hsa-miR-339-5p"	101.674869453581	156.713160432297	136.177623327123	144.273404910844	111.674884526165	78.6016988875971
"hsa-miR-33a-3p"	7.01207363717418	5.86257843953525	14.3791183452212	23.6970719856033	4.69362224188598	10.4023111790825
"hsa-miR-33a-5p"	27.6361104562703	20.2921813492277	4.25555445561902	22.1682248324753	12.4060209051185	13.0096277766993
"hsa-miR-33b-3p"	8.285359242191	6.64434204840959	7.98839077500256	5.3766531935834	1.16328063095496	6.00478662730935
"hsa-miR-33b-5p"	12.8554781787776	27.8115790451009	2.83703630374601	20.7578146050509	10.4695116672168	6.91731260509837
"hsa-miR-340-3p"	24.3197712545274	16.6159423463143	115.032780648252	9.72209452132939	97.0083185363471	8.08879057883418
"hsa-miR-340-5p"	530.613528905053	273.333063571476	2587.38080584963	438.244267460091	2256.26426155108	612.49850575501
"hsa-miR-342-3p"	206.098618978864	176.289879504362	3679.63851573206	12841.224125468	401.500372677896	5093.96371695326
"hsa-miR-342-5p"	5.44929509304275	7.76456082611468	60.9963327035894	379.413755350585	8.60495921547586	104.866326836601
"hsa-miR-345-5p"	1054.59467675614	357.638739392125	512.08519443872	132.701746722819	582.221787656423	141.321278789396
"hsa-miR-34a-3p"	20.0998329223211	13.5004342590613	22.3675174258997	0	0	0.364944659780872
"hsa-miR-34a-5p"	702.748091602721	361.211759484415	656.774478220753	18.4719795905258	2.15124324109553	15.4897380762412
"hsa-miR-34c-5p"	10.3687467573679	151.926158514551	10.1814173305823	1.2452060819445	21.5124324109553	0.634398178889577
"hsa-miR-3605-3p"	8.93322105106837	13.9462111511524	16.2902354195366	8.15484969903035	36.1800405856478	4.16243721889383
"hsa-miR-3607-3p"	46.319012571488	44.3596074157157	68.0888861964901	818.450492762835	38.097426652397	370.29599735428
"hsa-miR-3609"	0	0	0	12.452060819445	3.78066205060361	69.3694311065575
"hsa-miR-361-3p"	131.831177767982	348.961787959142	466.522340198104	2912.53230266975	692.704269568856	3242.99317048555
"hsa-miR-361-5p"	227.892414302357	206.084246319822	371.651740884142	318.038940999022	230.373186470047	600.522710592313
"hsa-miR-3613-3p"	4.14268665719523	3.34090068839972	14.3791183452212	5.94218249734009	16.6232526009015	3.50870847614532
"hsa-miR-3613-5p"	14.0241810250623	10.2719626954828	8.51113872440951	24.3052363033235	66.1655402964161	21.2112460015118
"hsa-miR-3615"	8.84354642552087	6.3380423237616	18.4407136144705	40.0004916632458	86.3738390532061	79.2208901100194
"hsa-miR-362-3p"	2.21089032324922	4.63484559554414	7.0925982126579	15.5683844374978	2.23997758790946	8.22436619825747
"hsa-miR-362-5p"	13.2653568069714	13.8202855950131	42.5555445561902	7.41350655801586	9.01541087852311	19.4583390619874
"hsa-miR-363-3p"	0	0	106.389047722797	603.793688450229	76.3318557006105	1533.52210783112
"hsa-miR-3651"	6.33877833169027	3.8284863459799	3.19535963227138	8.40863578705172	2.90820157738739	26.7106857489154
"hsa-miR-3653-3p"	0.744438509885721	0.270494312470391	5.6740800607849	13.2048373795973	0.977835962010751	17.6813178999577
"hsa-miR-3653-5p"	0	0	1.41851815187301	11.224117449179	0.689224974769653	22.3816415916296
"hsa-miR-365a-3p"	72.4430921290761	130.720330374796	121.992516341321	3.55560032458042	43.8519014287541	4.68077278144604
"hsa-miR-365b-3p"	72.4430921290761	130.720330374796	121.992516341321	3.55560032458042	43.8519014287541	4.68077278144604
"hsa-miR-365b-5p"	8.18075117042346	11.9374095701531	6.39071095886687	0	0.391135759694926	0.305470832655735
"hsa-miR-3661"	13.036681780123	8.59710940324518	1.59767981613569	4.98083438907373	0.391135759694926	2.5375937895661
"hsa-miR-3677-3p"	17.2561396535904	8.47214389469161	5.6740800607849	1.94441890426588	1.17340727908478	0.76912493844393
"hsa-miR-369-3p"	17.6064323652792	92.2060309046634	1.41851815187301	0	1.55075261313981	0.134726759554353
"hsa-miR-369-5p"	13.6232591357301	80.0777194016648	0	0	1.37844994953931	0
"hsa-miR-370-3p"	14.5314364589488	124.253528119943	0	0	3.27381505006394	0
"hsa-miR-374a-3p"	288.812888207495	157.790059353186	126.248346568777	194.927128705611	81.9427938553447	158.063707302899
"hsa-miR-374a-5p"	61.1034602010738	45.4441952709656	91.0675834062164	199.239814792216	168.093798968191	193.556109413497
"hsa-miR-374b-3p"	20.8395281289938	11.6150079808625	15.9767981613569	9.24338616571812	4.29411260460254	7.00991794712132
"hsa-miR-374b-5p"	65.4460093633877	42.4954387309158	167.385305893458	127.825996280973	83.3108100280654	67.6246390265044
"hsa-miR-376a-3p"	8.8523925737547	58.1739055691302	0	0	1.77010484466413	0
"hsa-miR-376a-5p"	13.3291788797525	120.521306119655	0	0	0.172306243692413	0
"hsa-miR-376b-3p"	6.31938341823167	44.1987189046656	0	0	0.125260971878886	0
"hsa-miR-376c-3p"	35.7329526502073	164.21506708989	0	0	4.99687748698807	0
"hsa-miR-377-3p"	4.44373724206921	27.8014262593026	0	0	0.344612487384827	0
"hsa-miR-377-5p"	6.35751522250784	80.4822105069121	0	0	1.55075261313981	0
"hsa-miR-378a-3p"	1211.81503065415	290.730402522797	33628.8102214779	1052.58688753921	644.067308722664	3650.69226280003
"hsa-miR-378a-5p"	8.88744554682233	0	124.213469134776	5.96830494698409	6.45365410430217	19.7684032681235
"hsa-miR-379-3p"	8.20075219167253	30.3623677240644	0	0	1.37973878262807	0
"hsa-miR-379-5p"	4.54108352482693	40.2155560155605	0	0	0.51691873107724	0.341488146202765
"hsa-miR-380-3p"	7.40621667956698	23.1787813765255	1.59767981613569	0	0.861527638370154	0.170744073101383
"hsa-miR-381-3p"	277.914417878899	938.764845991805	0	0.852615144646085	4.65226499960325	2.88396377355335
"hsa-miR-382-3p"	5.21106272460667	25.5574136542432	0	0	0.689224974769653	0
"hsa-miR-382-5p"	14.5314364589488	121.732385347138	0	0	3.27381505006394	0
"hsa-miR-3909"	22.3330868506378	29.1918213251442	113.481601215698	6.11537683493584	59.6481861673434	2.11929649834043
"hsa-miR-3912-3p"	2.07134332859762	4.34119777194954	3.19535963227138	32.3994032005524	3.44612487384827	28.7512696792762
"hsa-miR-409-3p"	565.818957538189	3082.94017903683	0	1.35989174353261	38.9412325550369	4.92354919633094
"hsa-miR-409-5p"	115.995029390674	706.03765871025	0	0	14.4737387905304	0.476214905757118
"hsa-miR-410-3p"	235.228028987793	527.681496404059	1.59767981613569	0.852615144646085	17.0582787445379	4.93289361057518
"hsa-miR-411-3p"	17.7397322545977	29.6768042245751	0	0	1.20485129266621	0
"hsa-miR-411-5p"	405.972728427289	1632.03104535158	0	0	17.0582787445379	6.20925288132583
"hsa-miR-412-5p"	0	25.8251901660321	0	0	0	0
"hsa-miR-421"	249.386182129412	116.613955286235	413.364784350857	71.9434108011302	148.027404243507	55.8997997921844
"hsa-miR-423-3p"	3623.07462135337	4158.34415700113	3804.46626468025	3899.49817466911	3393.87096058353	2373.91977548396
"hsa-miR-423-5p"	1634.28895749835	2580.42815808072	2153.67006656166	3606.56015453901	2429.92669650219	2693.63714397933
"hsa-miR-424-3p"	29.8828920591856	48.7538101820046	14.3791183452212	2.96540074450957	54.3678499742353	0.781687178120712
"hsa-miR-424-5p"	109.880763935822	91.3290344399831	367.396655985974	8.89620223352871	253.013257005147	2.47251338123487
"hsa-miR-425-3p"	16.2997423514188	16.5409962954371	124.619191772102	40.32495143058	136.114859404459	46.4121138239981
"hsa-miR-425-5p"	239.968480865195	215.700740009812	674.219885728154	463.116038359994	1270.01230139121	801.407089926922
"hsa-miR-431-3p"	5.44346702794965	57.1433710143322	0	0	0.586702952097076	0
"hsa-miR-431-5p"	46.605154532449	171.684867114367	0	0	5.3414899743729	0.547416989671307
"hsa-miR-432-5p"	17.1220241260312	176.53156412172	0	0	4.65226499960325	0
"hsa-miR-4326"	26.0732615126551	25.4119073125369	28.3703630374601	0	4.82457482338757	3.29748954046845
"hsa-miR-433-3p"	2.72465182714601	15.457893755881	0	0	1.03383746215448	0
"hsa-miR-4443"	0	0	0	13.8695580238833	0.51691873107724	8.03728293007034
"hsa-miR-450a-5p"	87.5318312992415	64.7610350756877	27.1605568743068	4.62169875938036	218.311856814335	1.30803090265355
"hsa-miR-450b-5p"	174.787176634838	122.165198830649	46.8111511848593	2.66669305046498	279.075299235025	1.99017679989479
"hsa-miR-451a"	0.908220129465096	0.540988624940782	4.79303114273118	26.6669305046498	6566.93395572408	44.5587208257595
"hsa-miR-452-3p"	19.0163971582397	32.7264522002671	0	0	0	0
"hsa-miR-452-5p"	89.6486140143878	191.924525266774	0	0	1.36897172170568	0.182472329890436
"hsa-miR-4521"	19.3686250114406	27.2625926069106	7.98839077500256	1.79222122977477	0.689972497961138	2.9960113644719
"hsa-miR-454-3p"	149.136466359438	92.1802517711773	102.251176005648	156.028934818865	181.486937502821	135.882868410655
"hsa-miR-454-5p"	23.8219912487828	18.893740677164	12.2177169513962	13.5989174353261	35.7888842025935	8.27126290872462
"hsa-miR-455-3p"	227.209981528611	79.5738150883326	0	0.972209452132939	0	0.908516378663759
"hsa-miR-455-5p"	207.134332859762	98.2736138616893	0	4.26307039553788	0	2.15851432668525
"hsa-miR-4645-3p"	13.6232591357301	1.59324904731935	5.6740800607849	6.22229337504539	18.1878093885875	8.53426153912615
"hsa-miR-4662a-5p"	4.44185631652349	4.99730006707143	9.92636997412787	7.63295240808469	1.16280424410956	33.1087243655084
"hsa-miR-4677-3p"	41.7332371410333	42.8165603788671	73.4931884854828	15.5683844374978	20.3390320063236	33.1985979045736
"hsa-miR-4772-3p"	0	0	0	17.7923856800897	21.8828822086608	0.264188251632496
"hsa-miR-4772-5p"	0	0	0	97.2209452132939	60.3071494914255	0.353216402991818
"hsa-miR-4775"	19.6777194050789	32.0441162962142	9.58607889681415	0	3.27381505006394	3.75864457700917
"hsa-miR-484"	1057.84962585326	1002.97223628167	1276.54085745984	1262.23202517783	2347.20702710687	707.980004663372
"hsa-miR-485-3p"	20.0998329223211	86.1658422700367	0	0	2.23997758790946	0.134726759554353
"hsa-miR-485-5p"	5.92498781231163	100.122913918796	0	0	0.977835962010751	0
"hsa-miR-486-3p"	1.48887701977144	11.9296373822676	1.59767981613569	8.74987620352572	17.0144089839558	162.792050047182
"hsa-miR-486-5p"	85.2808675955333	422.726237194548	85.1113872440951	437.7403988693	14561.0441571994	31765.7303035761
"hsa-miR-487a-3p"	7.44951495191185	23.7880739706638	0	0	0.586702952097076	0
"hsa-miR-487b-3p"	39.9615144714787	313.718566693168	0	0	4.99687748698807	0.134726759554353
"hsa-miR-493-3p"	14.0241810250623	143.497567103406	0	0	0.861527638370154	0
"hsa-miR-493-5p"	10.3687467573679	124.713707378156	0	0	3.27381505006394	0.353216402991818
"hsa-miR-494-3p"	35.4204566303996	119.288915737184	0	0	1.89536510052463	0
"hsa-miR-495-3p"	14.8990503133419	99.1426082437374	0	0	3.96304002483359	0
"hsa-miR-496"	1.81449152762839	23.9153266881065	0	0	2.06767492430896	0
"hsa-miR-497-5p"	420.171426264695	41.5486011872734	1.59767981613569	4.62169875938036	0.689224974769653	27.1682072799148
"hsa-miR-500a-3p"	533.595201221513	731.345810499755	1945.52558396214	190.544002388927	463.202315992578	256.517491293002
"hsa-miR-501-3p"	276.451300377597	372.586653200974	1438.80884751933	121.8400662478	200.230995672636	257.730001974479
"hsa-miR-501-5p"	15.63318817382	13.2993168595796	25.5333416402999	2.49042222518473	1.95567879847463	2.12490033742577
"hsa-miR-502-3p"	37.5375403499346	52.2090828379739	54.7658826930618	16.3666928898551	11.4633111025236	3.81476183171215
"hsa-miR-503-5p"	11.1743132469041	13.3635828347989	2.83703630374601	0	5.67146507834986	0
"hsa-miR-505-3p"	204.652341355537	103.744432745313	133.340900061677	60.0820044006465	75.8802136406593	25.6189247567436
"hsa-miR-532-3p"	39.0532515357672	58.2642679283394	175.896221019081	27.5558857319008	30.1174603709624	16.7648670110404
"hsa-miR-532-5p"	443.283461492172	755.84562447078	1198.25986210177	464.184637279988	378.356941149833	725.003881937407
"hsa-miR-539-3p"	35.4204566303996	94.6081117895349	0	0	1.37844994953931	0
"hsa-miR-539-5p"	2.96249390615581	22.9709044589154	0	0	0.344612487384827	0
"hsa-miR-542-3p"	24.2108929794362	25.7839339382515	5.6740800607849	0.852615144646085	14.0808736001111	0.317199089444789
"hsa-miR-543"	6.21402294969312	70.3739956269206	0	0	1.20614012575498	0
"hsa-miR-548au-5p"	0	0	5.6740800607849	8.71646269620297	11.5838169963234	1.33339794522947
"hsa-miR-548e-3p"	34.0686980066144	33.3469618892202	86.2743778442914	71.1695427203586	358.671154792044	63.4963149497272
"hsa-miR-548e-5p"	14.811782269522	4.11361423191911	19.1619418122712	13.6939265512077	36.7640253789776	24.2887001978698
"hsa-miR-548k"	88.5868342915047	65.3306638999566	153.376764008472	54.7481382545347	221.760233715218	42.142082670585
"hsa-miR-548o-3p"	33.5228376931215	8.30795962598012	20.3628346611645	17.4997701383929	19.1206264920799	11.7509371599507
"hsa-miR-548w"	1.81449152762839	3.34661977604554	2.83703630374601	15.2664778657083	7.17699781146809	5.90189008906648
"hsa-miR-550a-3p"	7.01207363717418	7.34791565440005	9.58607889681415	6.79948529829563	63.9256199899773	6.66076378501241
"hsa-miR-550a-5p"	10.8597191155369	5.52997625286202	1.58723127585342	1.76277644491521	16.6528127493573	1.58477486542021
"hsa-miR-561-5p"	122.609075384092	21.0614902490166	0	0	0.344612487384827	0
"hsa-miR-5690"	3.10701499289643	0	5.6740800607849	12.2390655627424	5.1691873107724	3.16047577278954
"hsa-miR-574-3p"	522.224220098879	914.014010456649	273.774353616255	3.82210610524386	204.759711126583	12.5870187805838
"hsa-miR-574-5p"	11.1743132469041	16.9039473641602	3.19535963227138	0	0.344612487384827	0
"hsa-miR-576-5p"	39.3555091711552	20.223434503675	32.6259696661292	85.915315871428	43.8069713544253	96.7573171179839
"hsa-miR-582-3p"	183.482381157816	11.5562422807002	15.6036922173102	2.71979677738151	170.420388252856	165.093950102179
"hsa-miR-582-5p"	108.018395402603	4.70340297099665	11.3481601215698	3.55560032458042	254.042665610175	95.8495019533298
"hsa-miR-584-5p"	167.120878816969	121.243144769456	2.83703630374601	1.7052345514462	93.9065269027144	8.57186745802544
"hsa-miR-589-3p"	45.410660123315	18.706016044016	32.5804708390732	27.3945941705534	23.4681455816956	3.97112333824021
"hsa-miR-589-5p"	172.449341141107	144.774694971584	129.411566766437	163.187806642891	365.907204155892	194.155368174407
"hsa-miR-590-3p"	59.7657841183711	36.465677577588	45.3926404862792	134.689091504955	50.6580141650181	62.94941711552
"hsa-miR-598-3p"	29.0318040025701	6.38924869085019	12.7666708201499	61.2491068276679	6.10722331251353	102.98861699891
"hsa-miR-616-5p"	5.8433961039249	5.08621128123558	31.2071608358344	22.1677827841736	23.4681455816956	15.2435973872281
"hsa-miR-625-3p"	37.2841517703582	100.251958464681	17.5744779774926	72.2220936109213	18.3216979602962	58.810468390111
"hsa-miR-625-5p"	27.6361104562703	79.6851208735242	15.6036922173102	31.0313848716176	19.4849225457399	23.8206831519745
"hsa-miR-628-3p"	6.21402294969312	3.82173675850955	15.9767981613569	8.15937704182824	33.4420833933302	7.9999385224302
"hsa-miR-628-5p"	11.8499756246233	11.0772816555689	19.1721577936283	13.2048373795973	73.4026244971961	8.5473555121015
"hsa-miR-629-3p"	5.58713621393389	3.01425024962096	6.39071095886687	11.6494327456655	10.1787055208559	5.07095085174945
"hsa-miR-629-5p"	17.7749634369349	26.9318488343401	52.7233508757188	20.6393776793473	106.38903662827	87.2387152794498
"hsa-miR-641"	18.6988236566316	18.5840283393103	11.3481601215698	13.5989174353261	12.9229861773906	10.9894731971045
"hsa-miR-651-5p"	0	0	2.03628346611645	11.4663300933077	6.89224974769653	26.1549348142888
"hsa-miR-6516-3p"	2.23330868506378	0	7.0925982126579	10.7533063871668	10.5606723862161	40.1897086951828
"hsa-miR-652-3p"	57.4831632719558	34.9913629180515	317.748036206382	161.299595807502	357.707747585083	206.865116677081
"hsa-miR-652-5p"	7.44951495191185	3.01643206246971	19.1721577936283	15.2338332222515	29.1197516039259	7.60426926922883
"hsa-miR-654-3p"	450.474958289876	2205.27897949569	0	2.22404821001121	40.8365332139071	3.13275420155791
"hsa-miR-654-5p"	3.10701499289643	46.5879751982622	0	0	0.391135759694926	0
"hsa-miR-656-3p"	7.24971572229113	43.5276291261887	0	0	0.195567879847463	0
"hsa-miR-659-5p"	4.42178064649845	4.48178646765538	3.19535963227138	14.958915501389	7.85211623619035	34.8271377390281
"hsa-miR-660-5p"	231.595490919904	377.424725067345	953.81551468708	259.904016031757	232.36539010152	347.465730143621
"hsa-miR-664a-3p"	19.9593841391057	26.018261884275	65.2518647993298	150.493944533232	96.4148925830414	213.935805196208
"hsa-miR-664a-5p"	1.81449152762839	1.61773921336473	4.07255885488415	20.4163984947917	8.4093810239487	43.4115482050502
"hsa-miR-665"	15.5193141010772	70.928362149745	0	0	0	0
"hsa-miR-671-3p"	134.27235793463	226.961323004283	65.2518647993298	45.1885291440854	66.4930104036061	35.4478073722508
"hsa-miR-671-5p"	35.4204566303996	33.3743877943346	18.4407136144705	18.6780912291675	2.41228741169379	4.79488111528358
"hsa-miR-6803-3p"	0	1.90960476191057	4.07255885488415	17.904882874797	11.7340727908478	3.87022120796082
"hsa-miR-6842-3p"	0.905543313851118	0	19.1721577936283	24.4781045448521	72.4143033452129	88.7169128396256
"hsa-miR-7-1-3p"	13.3312044918786	14.0858680544334	16.2902354195366	119.182286702515	41.0692203957016	85.6980973650857
"hsa-miR-7-5p"	29.0330539733894	21.2811431791291	11.1837587129498	30.4676664445029	69.9562848178331	62.3961088022212
"hsa-miR-708-3p"	0	76.701635499238	1.59767981613569	0.660241868979866	0	5.10404353858731
"hsa-miR-708-5p"	0	105.487264408543	4.79303114273118	0.852615144646085	0	9.13672784770965
"hsa-miR-744-3p"	13.036681780123	8.68240196181997	8.14511770976829	1.77779536697665	6.06260083804479	2.37173011454135
"hsa-miR-744-5p"	278.822766427103	279.150723317037	358.884995531064	95.8811299034155	328.358253718617	41.8151150116788
"hsa-miR-758-3p"	35.4204566303996	122.285880333055	0	0	1.72306243692413	0.170744073101383
"hsa-miR-766-3p"	26.0553136230333	6.49734755023188	38.3000124604498	158.999632822267	106.44023377789	93.4699932144448
"hsa-miR-769-5p"	1073.38716644951	754.878589952809	313.492951308214	775.123504447952	697.000802774638	662.818207193454
"hsa-miR-7706"	44.4373724206921	44.8407360726156	52.4851939791799	18.8183386562464	14.3013931658269	63.329815324628
"hsa-miR-7974"	87.8378009046287	22.3898981653327	3.19535963227138	0.660241868979866	0	3.71899771008487
"hsa-miR-7976"	11.392360162888	6.26866830133454	15.6036922173102	6.6721540235175	22.3997758790946	0.947166463648504
"hsa-miR-873-5p"	0	0	0	17.7923856800897	21.1213447724323	3.44954526498396
"hsa-miR-874-3p"	194.043513625609	17.0907745745833	25.5333416402999	200.274615199142	8.80053740700301	43.648127787542
"hsa-miR-874-5p"	14.4993610835849	0	2.03628346611645	16.8890943487866	1.95567879847463	2.40774575997541
"hsa-miR-877-5p"	81.9447256995848	58.7851612553453	59.5778220050092	22.1679958918752	5.68610246175773	12.6009726468422
"hsa-miR-887-3p"	122.710845672428	44.0740075834253	0	0	0	0.170744073101383
"hsa-miR-887-5p"	22.2049321954857	8.24568844374087	0	0	0	0
"hsa-miR-889-3p"	65.3915924840086	141.145559037883	0	0	4.13534984861792	1.39262285619564
"hsa-miR-9-5p"	1.81108662770224	3.44702862330155	52.7233508757188	26.4310023551026	8.72460473216218	25.1787189888761
"hsa-miR-92a-1-5p"	16.570718484382	7.20633038170052	2.03628346611645	14.0856230075979	0.872460473216218	21.9174543227173
"hsa-miR-92a-3p"	32135.6968727351	22424.8847398044	18734.8205510298	82159.7375837138	53019.5634819956	163254.129611624
"hsa-miR-92b-3p"	2855.08245986884	4897.01005268383	229.442912968479	520.293799736738	110.673883263731	143.982888632149
"hsa-miR-93-3p"	37.3977316900479	23.1125344542421	35.1489559549852	16.1997016002762	112.54709279458	8.02203267914033
"hsa-miR-93-5p"	1014.20453307044	538.089752475556	666.231486647475	944.477229843038	2020.03434965079	1616.14904460754
"hsa-miR-935"	127.387129449765	126.657036752928	0	0	4.47996233600275	0
"hsa-miR-940"	29.0318040025701	21.4681169178263	21.2778095445594	2.91662835639882	1.16328063095496	1.18586745678377
"hsa-miR-941"	260.739562295927	166.769194803984	844.212123245464	278.303740777972	2289.26113318715	260.098349189815
"hsa-miR-941-3-5p"	52.1477717371907	32.3151616728815	168.842424649093	55.6607481555944	457.298744427642	52.019669837963
"hsa-miR-942-5p"	14.0241810250623	9.13269001062472	11.3481601215698	15.555351234127	37.9073736123309	12.6317133503796
"hsa-miR-95-3p"	0	0	0	21.1685637608309	0.172306243692413	12.5416239856965
"hsa-miR-98-3p"	34.2687888597559	22.1633005153254	28.7582366904425	2.91662835639882	7.03834009185112	3.19921911211566
"hsa-miR-98-5p"	2926.76690893724	2103.99863652653	2674.86010423779	887.966970190613	951.688673113235	1766.68153552031
"hsa-miR-99a-3p"	19.898035210457	10.9433932701962	1.59767981613569	1.2452060819445	0.172306243692413	0
"hsa-miR-99a-5p"	619.668170188852	246.72223283463	36.5745421664717	83.6548204446067	35.321902834426	13.7931285484524
"hsa-miR-99b-3p"	105.353021342995	64.9964416349125	63.9071095886687	6.22229337504539	4.94394268155857	0.694705988902442
"hsa-miR-99b-5p"	24578.4653373317	21611.403072029	33530.6503544103	2441.21562923142	2615.92423635684	206.293867412427
